IRIS;DEC_PIMP21;DEC_TP6021;DEC_INCERT21;DEC_Q121;DEC_MED21;DEC_Q321;DEC_EQ21;DEC_D121;DEC_D221;DEC_D321;DEC_D421;DEC_D621;DEC_D721;DEC_D821;DEC_D921;DEC_RD21;DEC_S80S2021;DEC_GI21;DEC_PACT21;DEC_PTSA21;DEC_PCHO21;DEC_PBEN21;DEC_PPEN21;DEC_PAUT21;DEC_NOTE21
030820102;36,0;30,0;1;12290;18440;24670;0,67;3170;10480;13670;16180;20820;23340;26650;32730;10,3;10,1;0,359;48,6;41,6;2,4;4,6;45,9;5,5;0
030820103;33,0;34,0;1;11120;18060;23970;0,71;2280;9570;12980;15230;20000;22690;25520;31230;13,7;9,9;0,335;46,3;41,3;3,4;1,6;51,6;2,1;0
030950101;37,0;40,0;1;7710;16680;24960;1,03;430;5460;10140;13660;19660;23140;27000;33100;77,1;30,8;0,441;56,5;46,0;3,4;7,1;38,9;4,6;0
030950102;41,0;31,0;2;11630;19520;27090;0,79;5230;9710;13450;16760;22610;25620;29660;36220;6,9;10,5;0,377;57,8;49,6;2,9;5,3;38,7;3,5;0
030950103;36,0;41,0;1;8840;16330;23990;0,93;2090;7330;10580;13520;19030;22260;25480;31730;15,2;13,4;0,383;62,4;55,5;3,7;3,2;35,6;2,0;0
030950105;51,0;20,0;1;15430;21350;28680;0,62;9420;13820;16980;19480;23860;27020;30910;40140;4,3;5,8;0,314;57,6;48,6;2,6;6,4;39,4;3,0;0
030950106;59,0;11,0;2;18540;24380;32390;0,57;12840;17360;19860;22450;26610;29980;34360;43070;3,4;4,3;0,279;60,0;52,5;2,3;5,2;34,9;5,1;0
030950111;47,0;21,0;2;14870;21300;28040;0,62;8310;12930;15890;18500;23510;26300;29980;37940;4,6;5,8;0,308;55,8;49,8;2,1;3,9;41,3;2,9;0
031010101;54,0;13,0;1;17440;23080;30040;0,55;11690;16020;18630;20860;25270;28090;32130;38500;3,3;4,3;0,271;53,2;48,9;1,9;2,4;43,1;3,7;0
031010102;47,0;22,0;1;14850;20910;27970;0,63;7640;13210;16140;18600;23510;26300;29780;35010;4,6;6,3;0,314;53,9;49,3;2,1;2,5;42,4;3,7;0
031010103;53,0;15,0;1;17010;22780;29200;0,53;11380;15670;18320;20740;24900;27430;31330;38790;3,4;4,4;0,272;57,7;51,5;2,1;4,1;39,2;3,1;0
031180101;38,0;28,0;1;12920;19040;25510;0,66;6420;10900;14480;16530;21340;24060;27440;33320;5,2;6,7;0,317;63,4;56,7;3,5;3,2;32,7;3,9;0
031180102;43,0;23,0;1;14460;20640;27410;0,63;8260;13110;15830;18580;23150;25900;29450;36570;4,4;6,5;0,329;60,0;49,6;3,0;7,4;35,4;4,6;0
031850101;43,0;33,0;1;10250;19180;29620;1,01;600;7870;12350;15930;22960;26840;33220;47470;79,1;30,8;0,510;58,3;47,7;2,7;7,9;29,8;11,9;0
031850102;41,0;36,0;1;9860;18770;28310;0,98;1100;7410;11800;15250;22220;25830;30750;40460;36,8;22,1;0,451;58,3;49,5;3,2;5,6;35,2;6,5;0
031850103;43,0;29,0;2;12020;19740;27440;0,78;3760;10260;14140;17100;22210;25790;30030;36740;9,8;10,5;0,366;58,1;51,2;3,8;3,1;38,0;3,9;0
031850104;37,0;33,0;2;10790;18130;24760;0,77;3600;9170;12870;15640;20640;23300;25990;31390;8,7;9,3;0,332;58,2;52,6;3,5;2,1;39,2;2,6;0
031850105;37,0;43,0;2;7170;15610;22620;0,99;510;5630;9980;12960;18760;21260;24090;29270;57,6;19,9;0,385;55,6;49,5;3,8;2,3;42,6;1,8;0
031850106;27,0;50,0;1;6100;13770;20720;1,06;0;4500;7440;10750;16320;19270;22440;27200;so;32,9;0,453;57,5;47,0;3,9;6,6;39,3;3,2;0
031850107;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
031850108;50,0;24,0;1;13970;21040;28410;0,69;6660;11990;15630;18400;23480;26390;30790;38360;5,8;7,6;0,327;59,7;54,2;2,8;2,7;37,2;3,1;0
031850109;nd;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;so
031850110;52,0;24,0;1;14230;22710;31180;0,75;6800;12320;16210;19790;25680;29430;34040;43240;6,4;8,7;0,366;58,4;49,6;2,0;6,8;38,0;3,6;0
031850111;55,0;19,0;2;15820;23100;32340;0,72;10420;14200;17430;20740;25740;29460;36250;45380;4,4;6,8;0,357;55,9;45,9;1,6;8,4;39,2;4,9;0
031850112;47,0;29,0;1;12030;20080;27040;0,75;4110;10680;13970;16770;22850;25510;29090;35270;8,6;8,6;0,342;59,0;53,3;3,0;2,7;38,5;2,5;0
031850113;29,0;45,0;1;7490;14890;22370;1,00;870;5580;8790;11840;17370;20750;24020;29010;33,2;18,6;0,397;56,0;49,7;4,1;2,2;41,6;2,4;0
031850114;40,0;29,0;1;12080;19450;26680;0,75;4650;9770;14070;16930;22300;25130;28320;33290;7,2;8,4;0,329;57,6;53,0;2,8;1,8;39,5;2,9;0
031850115;29,0;49,0;2;3490;13870;22070;1,34;0;2430;6010;10180;17360;20460;23820;28800;so;124,0;0,447;46,6;42,0;3,6;1,0;51,0;2,4;0
031850116;35,0;33,0;2;11070;18050;23780;0,70;4380;9040;12510;15720;20200;22290;25260;29820;6,8;8,7;0,332;51,9;44,6;3,9;3,4;45,1;3,0;0
031850117;27,0;49,0;1;6860;14040;20560;0,98;320;5020;7860;11350;16690;18970;22150;27120;84,2;22,7;0,397;51,9;45,9;3,8;2,2;46,5;1,6;0
031900101;48,0;29,0;1;12560;20170;30160;0,87;3930;10430;14180;17080;23760;27890;34030;47530;12,1;13,6;0,418;67,0;58,7;2,7;5,6;26,4;6,6;0
031900102;43,0;31,0;1;11510;19290;29220;0,92;5200;9650;13370;16580;22810;26860;31850;41680;8,0;11,1;0,395;58,9;50,0;2,5;6,4;35,9;5,2;0
031900103;45,0;29,0;2;12390;19740;25720;0,68;4890;9620;13760;17190;22180;24610;28210;34090;7,0;8,8;0,328;67,2;63,3;2,3;1,6;30,4;2,4;0
031900104;37,0;37,0;2;9160;17250;25460;0,94;350;6810;11140;14580;20190;23700;27320;34450;99,4;16,1;0,386;61,8;55,8;3,2;2,8;35,4;2,8;0
031900105;50,0;19,0;1;15420;22150;30730;0,69;8250;13950;17040;19870;25180;28660;33720;41420;5,0;6,6;0,332;64,3;58,0;2,0;4,3;31,2;4,5;0
031900106;53,0;21,0;1;15210;23050;31890;0,72;7010;13340;16870;19990;25690;29400;34630;47730;6,8;8,9;0,383;62,8;53,1;2,2;7,5;31,4;5,8;0
031900107;31,0;45,0;1;7860;15430;23210;0,99;1330;6280;9400;12440;18430;21890;25110;30420;23,0;15,5;0,388;55,7;49,7;2,9;3,1;41,8;2,5;0
031900108;23,0;59,0;1;3540;11160;19480;1,43;0;2120;5060;8050;14460;18010;21060;26360;so;83,6;0,460;53,1;47,8;4,8;0,5;45,7;1,2;0
031900109;47,0;21,0;2;14620;21190;27640;0,61;8530;12790;16020;18810;22780;26170;29170;35890;4,2;5,2;0,288;56,3;49,8;2,5;4,0;40,1;3,6;0
032540101;35,0;27,0;2;13110;19100;27020;0,73;6430;11430;14440;16510;21640;24650;29740;39530;6,1;8,2;0,357;57,1;50,1;2,6;4,4;37,5;5,4;0
032540102;45,0;21,0;1;14840;20730;28010;0,64;8890;13290;16270;18480;23280;26560;30180;35870;4,0;5,5;0,303;58,5;51,3;2,2;5,0;37,0;4,5;0
033100101;41,0;35,0;1;9420;18610;28510;1,03;1020;6880;11450;15340;22130;26140;31030;42380;41,5;24,6;0,446;47,8;39,7;3,5;4,6;46,0;6,2;0
033100102;37,0;39,0;1;8460;16550;25410;1,02;950;6170;10440;14020;19470;23040;27840;36930;39,0;22,6;0,422;48,3;41,1;3,6;3,6;46,9;4,8;0
033100103;38,0;38,0;1;9460;16990;24210;0,87;1080;7100;11170;14280;19870;22750;26070;31940;29,6;15,7;0,377;60,1;54,0;3,9;2,2;36,4;3,5;0
033100104;43,0;29,0;2;12690;20050;28190;0,77;5440;11370;14650;17600;22820;26270;29640;35370;6,5;8,2;0,355;61,0;52,8;2,9;5,3;36,2;2,8;0
033100105;41,0;32,0;1;11140;19710;29710;0,94;2870;9170;13110;16410;22620;27010;33360;43600;15,2;14,7;0,410;60,9;52,0;3,2;5,7;34,4;4,7;0
033100106;53,0;20,0;1;15570;25030;37320;0,87;5780;13540;17570;20990;28680;34040;42750;57240;9,9;12,3;0,420;34,7;26,2;1,8;6,7;54,5;10,8;0
033100107;53,0;21,0;1;15600;23770;36940;0,90;7930;13450;17260;20470;27780;32900;41310;52790;6,7;9,1;0,387;39,7;31,8;1,7;6,2;52,6;7,7;0
033100108;51,0;19,0;2;15770;22540;32070;0,72;9370;14130;17080;19830;25200;29380;34560;43500;4,6;5,7;0,313;50,6;44,5;2,7;3,4;44,6;4,8;0
033100109;20,0;61,0;1;4490;10780;17860;1,24;0;3020;5690;8320;13380;16230;19570;23530;so;45,8;0,440;49,3;42,9;4,9;1,5;48,9;1,8;0
033100110;43,0;25,0;1;13960;19720;26490;0,64;8210;12420;15440;17870;22060;24750;28800;34640;4,2;5,9;0,309;52,4;47,2;3,7;1,5;43,6;4,0;0
033210101;54,0;16,0;1;17070;23460;31050;0,60;8970;15340;18580;21200;26170;29420;33030;40170;4,5;5,7;0,307;58,1;51,2;1,8;5,1;38,5;3,4;0
033210102;59,0;16,0;1;16920;23240;30540;0,59;10340;15320;18440;20960;25970;28770;32740;39280;3,8;4,8;0,279;57,0;52,7;1,7;2,6;40,1;2,9;0
033210103;48,0;27,0;1;12860;20670;28220;0,74;3920;10520;14770;18140;23470;26710;31170;36400;9,3;10,0;0,350;64,1;56,3;2,8;5,0;32,7;3,2;0
033210104;63,0;13,0;2;18720;24840;31700;0,52;12430;17620;20490;22620;27800;30150;33600;40550;3,3;4,1;0,262;58,2;51,5;2,0;4,7;39,1;2,7;0
033210105;63,0;7,0;2;19640;25770;33380;0,53;14960;18090;20970;23370;28390;31550;34960;42070;2,8;3,6;0,254;54,7;48,2;1,7;4,8;39,5;5,8;0
033210106;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
040490101;43,0;26,0;1;13450;20030;27470;0,70;6660;11470;14830;17370;22720;25910;29520;36300;5,4;6,4;0,315;56,9;50,5;3,2;3,2;39,5;3,6;0
040490102;43,0;23,0;1;14600;20980;27430;0,61;8630;12660;16080;18470;23150;26010;29370;34510;4,0;4,9;0,278;53,3;48,1;3,4;1,8;44,2;2,5;0
040700101;53,0;23,0;2;14270;21350;28870;0,68;7810;12790;15320;18760;24100;26980;30840;36800;4,7;6,3;0,326;64,0;57,4;2,4;4,2;31,3;4,7;0
040700102;37,0;41,0;2;8740;16750;25410;1,00;1880;7290;10370;13690;20110;23450;28480;37000;19,7;16,7;0,417;55,7;47,1;3,2;5,4;39,0;5,3;0
040700103;57,0;17,0;2;16340;24240;32830;0,68;8260;14890;18190;21320;26980;30530;35900;46090;5,6;7,9;0,357;58,8;45,4;1,9;11,5;34,3;6,9;0
040700104;47,0;25,0;2;13630;21340;29260;0,73;6290;11560;15310;18260;24560;27610;31270;37050;5,9;7,3;0,321;54,6;49,1;2,2;3,3;40,2;5,2;0
040700105;52,0;22,0;1;14950;22420;29600;0,65;8000;12920;16440;19850;24610;27730;32090;39030;4,9;6,0;0,308;57,1;50,0;2,5;4,6;38,6;4,3;0
040700106;65,0;11,0;2;18230;25920;33160;0,58;13370;16410;19980;23180;28420;31400;35620;42200;3,2;4,2;0,270;54,8;48,3;1,6;4,9;39,3;5,9;0
040700107;25,0;55,0;1;5440;11870;20130;1,24;140;4150;6890;9120;15120;18270;22690;28090;204,5;36,8;0,456;57,8;49,0;5,0;3,8;37,5;4,7;0
040700108;44,0;28,0;1;12310;20180;27940;0,77;4840;10210;14520;17210;23490;25980;30910;38080;7,9;9,8;0,362;49,9;43,5;2,7;3,7;44,8;5,3;0
040700109;nd;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;so
041120101;27,0;53,0;2;5720;13030;20100;1,10;0;3800;7210;10100;15520;18560;21630;28800;so;37,7;0,447;65,4;56,9;6,2;2,3;27,6;7,0;0
041120102;41,0;34,0;1;11500;17630;25260;0,78;5150;9990;12890;15130;20390;23550;27880;35600;6,9;8,4;0,353;52,7;46,8;3,5;2,4;41,8;5,5;0
041120103;40,0;39,0;1;9410;16900;26370;1,00;3500;7980;10660;13880;20410;23840;29720;37530;10,7;12,1;0,405;50,9;43,8;3,3;3,8;39,3;9,8;0
041120104;55,0;19,0;2;15180;24250;31790;0,69;9720;13760;16950;20770;27130;30310;34680;43170;4,4;6,4;0,341;55,4;47,9;2,0;5,5;35,7;8,9;0
041120105;57,0;19,0;2;16360;24330;34680;0,75;8590;14630;18170;21290;27640;32350;37390;48220;5,6;43,0;0,782;19,4;16,7;0,7;2,0;11,1;69,5;0
041120106;51,0;23,0;1;14630;22670;31960;0,76;7830;12380;16430;19870;25930;29900;34500;43510;5,6;7,2;0,336;55,7;50,1;2,3;3,3;31,0;13,3;0
041120107;31,0;55,0;2;6190;12320;21320;1,23;1790;5140;7370;9670;14990;19290;23980;32110;17,9;17,6;0,450;56,3;49,1;4,9;2,3;35,2;8,5;0
041120108;58,0;14,0;1;18610;26110;36080;0,67;11130;16530;19790;22970;30050;33710;39380;49710;4,5;5,7;0,314;55,6;49,8;2,2;3,6;31,1;13,3;0
041120109;57,0;17,0;1;16920;25640;37160;0,79;9020;15170;18510;22310;29740;33860;40920;51850;5,7;7,1;0,349;57,6;51,0;2,3;4,3;28,2;14,2;0
041120110;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
042090101;34,0;39,0;1;9680;16460;24430;0,90;2990;7770;10970;13980;19080;22290;26240;32380;10,8;11,8;0,377;55,4;44,6;4,6;6,2;40,3;4,3;0
042090102;41,0;31,0;2;11260;19070;26390;0,79;5280;9710;13240;16610;21490;24210;29360;36130;6,8;9,8;0,375;57,5;49,5;2,9;5,1;36,9;5,6;0
042090103;57,0;14,0;1;16940;23590;32290;0,65;11540;15490;18560;21000;26850;30180;34510;43580;3,8;4,7;0,288;57,1;51,0;2,6;3,5;38,0;4,9;0
050230101;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
050230102;45,0;25,0;2;13740;20220;27700;0,69;7030;12160;15310;17190;22830;25680;30330;39390;5,6;7,2;0,344;57,9;48,7;4,9;4,3;36,9;5,2;0
050230103;50,0;20,0;1;15320;21450;29020;0,64;9590;13960;16500;19210;23890;27120;31780;39260;4,1;6,0;0,331;61,7;52,8;4,1;4,8;30,8;7,5;0
050230104;55,0;19,0;1;15880;22300;30050;0,64;10010;14550;17230;19980;24950;27810;32980;41490;4,1;5,4;0,317;60,7;51,2;4,3;5,2;31,6;7,7;0
050230105;51,0;21,0;1;14700;22140;30200;0,70;9040;13280;16640;19500;24940;28230;32500;39620;4,4;6,1;0,332;65,4;56,4;3,8;5,2;26,2;8,4;0
050230106;nd;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;so
050230107;nd;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;so
050230108;nd;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;so
050230109;nd;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;so
050460101;39,0;33,0;2;11340;17460;24710;0,77;5600;9470;12810;15340;20100;23230;27440;34280;6,1;8,5;0,363;58,2;49,4;4,7;4,1;34,4;7,4;0
050460102;42,0;24,0;1;14030;20300;28140;0,70;8430;12410;15620;17790;22820;25760;30060;36610;4,3;6,1;0,317;45,1;38,5;3,4;3,2;48,5;6,4;0
050460103;57,0;14,0;1;17210;24040;33040;0,66;12360;15730;18580;21120;27010;30830;35620;44910;3,6;5,6;0,342;47,8;39,7;2,5;5,6;39,0;13,2;0
050610101;33,0;41,0;1;9390;15990;23940;0,91;1290;7220;10680;13410;19080;22320;26000;34300;26,6;16,4;0,413;71,5;61,4;5,3;4,8;24,9;3,6;0
050610102;47,0;24,0;1;14050;21150;28990;0,71;7250;11670;15730;18450;23930;26920;31270;39840;5,5;7,3;0,340;53,0;44,3;2,9;5,8;40,0;7,0;0
050610103;57,0;18,0;1;16490;24160;32870;0,68;10130;14880;18200;21500;27050;30980;35120;45460;4,5;6,3;0,331;60,9;53,0;2,5;5,4;33,0;6,1;0
050610104;63,0;9,0;1;19410;25910;35310;0,61;14400;18120;20800;23120;28840;32900;38860;49620;3,4;4,8;0,316;62,7;51,6;1,8;9,3;28,0;9,3;0
050610105;46,0;23,0;1;14210;20680;28110;0,67;7460;12170;15790;18440;23400;26350;30390;38040;5,1;6,5;0,333;52,0;45,5;2,5;4,0;41,3;6,7;0
050610106;37,0;39,0;2;8910;17340;25440;0,95;3720;7510;10770;14210;20540;23420;28580;38350;10,3;13,0;0,413;57,7;48,9;3,5;5,3;37,2;5,1;0
050610107;47,0;29,0;2;12820;19540;27100;0,73;6230;10640;14490;17190;22340;25260;29180;36470;5,9;7,2;0,333;59,1;53,5;3,6;2,0;35,4;5,5;0
050610108;53,0;25,0;2;13690;22710;31830;0,80;5780;10680;15650;19420;25230;29600;34330;45820;7,9;9,9;0,371;60,2;50,9;2,1;7,2;32,0;7,8;0
050610109;60,0;14,0;1;18630;25880;35670;0,66;11080;16590;20140;23000;28820;32890;39530;49860;4,5;5,8;0,323;58,3;48,0;1,9;8,4;33,5;8,2;0
050610110;43,0;29,0;2;12070;19220;25700;0,71;5530;10360;14010;16860;21600;24520;27910;34670;6,3;8,1;0,355;49,2;42,6;2,6;4,0;45,7;5,1;0
050610111;46,0;30,0;1;12490;19790;26580;0,71;5000;10030;13670;16610;22150;24720;28680;35470;7,1;8,6;0,343;53,3;47,4;3,0;2,9;43,6;3,1;0
050610112;53,0;19,0;1;15860;22230;29200;0,60;9580;14020;17280;19850;24790;27410;31240;38720;4,0;5,2;0,290;50,1;44,2;2,6;3,3;46,0;3,9;0
050610113;50,0;20,0;1;15570;21730;28310;0,59;8750;13810;17330;19550;24210;26750;30030;36630;4,2;5,6;0,297;55,9;49,2;2,6;4,1;39,7;4,4;0
050610114;57,0;12,0;1;17640;23550;30560;0,55;12560;16660;18720;21230;25590;28640;32440;41060;3,3;4,3;0,281;62,2;54,7;2,7;4,8;33,6;4,2;0
050610115;43,0;37,0;2;10000;18440;26000;0,87;4750;8620;11670;14920;21010;23770;28150;34950;7,4;9,5;0,359;50,4;43,8;4,2;2,4;45,2;4,4;0
050610116;53,0;20,0;1;15830;22090;29650;0,63;8480;13510;17490;20020;25040;27640;31580;40050;4,7;5,7;0,308;65,8;59,0;2,9;3,9;28,7;5,5;0
050610117;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
050610118;nd;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;so
050610119;nd;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;so
050610120;nd;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;so
050610201;59,0;11,0;2;18140;23650;31890;0,58;13580;16440;19180;21600;26680;30160;34050;41230;3,0;3,9;0,263;62,0;54,7;2,5;4,8;32,0;6,0;0
060040101;53,0;25,0;2;13640;23360;33910;0,87;5120;11380;17200;20260;26650;31110;37550;46100;9,0;11,1;0,387;73,5;64,6;3,6;5,3;16,6;9,9;0
060040102;61,0;13,0;2;18260;25890;35830;0,68;11890;16590;19860;22840;28890;33180;38750;47310;4,0;5,5;0,323;67,0;59,8;2,5;4,7;24,0;9,0;0
060040103;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
060040104;67,0;9,0;2;21650;29960;41740;0,67;14320;20190;23150;25830;34430;39360;44830;60600;4,2;5,5;0,329;65,3;54,4;2,6;8,3;25,4;9,3;0
060040105;68,0;12,0;1;20150;29300;43250;0,79;12300;18130;22040;25460;33980;39810;48210;63430;5,2;6,9;0,365;59,2;51,2;2,5;5,5;29,1;11,7;0
060040106;61,0;18,0;1;16940;26220;37790;0,80;9440;14760;19060;22650;29940;35310;41010;49830;5,3;10,1;0,438;57,6;50,5;2,6;4,5;23,0;19,4;0
060040107;56,0;20,0;1;15350;22910;32490;0,75;8600;13810;16710;19860;26510;30190;35160;44010;5,1;7,4;0,370;68,7;60,6;3,7;4,4;22,3;9,0;0
060040108;58,0;22,0;1;15160;23620;32840;0,75;8920;12740;16940;20620;26680;30420;35940;43810;4,9;6,6;0,335;71,4;63,2;3,2;5,0;24,8;3,8;0
060040109;59,0;18,0;1;16130;24050;33280;0,71;9410;14390;17750;20920;27320;30740;36230;45360;4,8;6,0;0,319;76,2;69,4;3,5;3,3;20,0;3,8;0
060040110;61,0;13,0;2;19040;26800;36640;0,66;11250;17080;20620;23500;30260;33540;39710;47710;4,2;9,5;0,467;54,8;48,6;2,3;3,9;21,7;23,5;0
060040111;57,0;21,0;1;15280;23680;34510;0,81;8120;13510;17040;20250;27350;31860;38910;50150;6,2;7,9;0,362;55,9;48,6;3,1;4,2;36,8;7,3;0
060040112;61,0;14,0;1;17500;25440;35290;0,70;11480;16050;19190;22600;28810;32660;37980;48730;4,2;5,3;0,309;68,6;61,6;3,2;3,8;25,8;5,6;0
060040113;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
060040114;55,0;25,0;1;13780;21650;32360;0,86;6780;11860;15580;18430;25300;30110;35650;47520;7,0;8,9;0,376;57,7;49,7;3,6;4,4;34,8;7,5;0
060040115;46,0;34,0;1;10900;19040;30800;1,05;4170;8770;12650;15570;22600;27890;34880;48890;11,7;15,6;0,445;59,9;50,1;4,0;5,8;27,4;12,7;0
060040116;62,0;15,0;1;18100;25360;33610;0,61;10750;16180;19660;22220;28330;31960;35930;43480;4,0;4,7;0,277;74,7;66,9;3,4;4,4;22,0;3,3;0
060040117;68,0;13,0;1;19620;28250;38980;0,69;11600;17090;21410;25120;32200;36460;42110;53430;4,6;6,2;0,334;65,8;55,5;3,0;7,3;27,5;6,7;0
060040118;55,0;21,0;1;15140;24270;35360;0,83;8160;13380;16950;20910;27820;32490;39370;50540;6,2;8,3;0,378;62,4;54,1;3,0;5,3;29,9;7,7;0
060040119;62,0;15,0;1;17840;25890;37300;0,75;11400;16190;19580;22620;29750;34230;41220;52710;4,6;6,5;0,354;73,6;64,6;3,3;5,7;20,3;6,1;0
060040120;54,0;24,0;1;14170;22600;33550;0,86;6810;11990;16040;19370;26290;31290;36800;47700;7,0;8,8;0,378;63,0;53,6;3,5;5,9;29,9;7,1;0
060040121;61,0;15,0;2;17190;26690;39680;0,84;10330;15260;19610;22710;30380;36290;42800;55110;5,3;6,8;0,347;57,9;48,5;2,8;6,6;33,9;8,2;0
060040122;64,0;14,0;1;19140;29570;43970;0,84;11080;16800;20680;25160;33910;40570;49520;66760;6,0;8,9;0,412;61,6;51,0;2,5;8,1;24,0;14,4;0
060040123;55,0;22,0;1;14710;22590;31590;0,75;7400;12950;16570;19700;25900;29350;34500;44580;6,0;8,0;0,362;53,6;47,8;3,0;2,8;37,9;8,5;0
060040124;59,0;20,0;1;15750;25670;39020;0,91;7790;13630;17470;21250;30100;35300;43140;58820;7,5;10,5;0,411;49,9;40,9;2,7;6,3;38,9;11,2;0
060040125;50,0;31,0;1;11590;20730;32020;0,99;4560;9690;13380;17270;24360;29290;35080;46120;10,1;13,8;0,428;53,6;44,1;3,9;5,6;37,7;8,7;0
060040126;52,0;27,0;1;13060;21100;30740;0,84;6020;11060;14940;18080;24440;28280;33250;42770;7,1;8,7;0,361;64,0;56,1;4,1;3,8;30,4;5,6;0
060120101;60,0;22,0;1;15300;24400;35770;0,84;6490;12700;16690;20130;28490;33050;39380;50660;7,8;11,3;0,409;72,6;67,3;2,7;2,6;23,5;3,9;0
060120102;54,0;29,0;1;12190;20570;30640;0,90;4120;9780;13990;17760;24120;27880;34030;44980;10,9;12,8;0,413;72,1;67,2;3,2;1,7;22,1;5,8;0
060120103;59,0;21,0;1;15950;22860;30800;0,65;7700;13540;17520;20120;26030;29180;33380;40720;5,3;6,9;0,324;77,7;73,8;2,2;1,7;18,8;3,5;0
060120104;63,0;19,0;1;16220;24390;34270;0,74;7830;14050;17750;21150;27710;31890;36830;48540;6,2;8,6;0,374;75,9;71,0;2,4;2,5;20,1;4,0;0
060120105;57,0;25,0;1;13610;22380;31880;0,82;5640;11560;15740;19100;26160;29650;34940;47930;8,5;11,8;0,411;70,3;65,1;3,0;2,2;20,1;9,6;0
060180101;63,0;14,0;1;18720;28720;40660;0,76;11540;16680;21210;24830;32010;37250;45410;62790;5,4;7,0;0,360;68,3;59,0;3,3;6,0;20,3;11,4;0
060180102;73,0;9,0;1;23520;33840;50300;0,79;15500;21360;25370;29160;39180;46140;54020;70740;4,6;6,2;0,347;69,4;59,8;2,0;7,6;20,5;10,1;0
060180103;73,0;10,0;1;22120;33980;50980;0,85;14000;19430;24710;28950;39540;47160;57450;75170;5,4;10,0;0,459;67,7;60,3;2,3;5,1;14,3;18,0;0
060270101;48,0;29,0;1;12460;19640;28780;0,83;6520;10560;14090;16950;22800;26340;31150;40390;6,2;8,0;0,358;62,7;54,9;3,9;3,9;32,4;4,9;0
060270102;45,0;31,0;1;12020;18610;26250;0,76;6830;10640;13480;16180;21480;24580;28650;35330;5,2;6,6;0,323;74,8;66,5;5,0;3,3;22,8;2,4;0
060270103;55,0;21,0;1;15630;23620;34130;0,78;8140;13350;17520;20910;27010;31290;37750;48520;6,0;8,1;0,372;61,6;52,0;3,0;6,6;30,2;8,2;0
060270104;66,0;14,0;1;18690;28140;40170;0,76;11540;16890;21050;23960;31620;37240;44160;56840;4,9;6,4;0,345;67,2;58,7;2,5;6,0;24,3;8,5;0
060270105;63,0;15,0;1;17470;26980;38500;0,78;10180;15900;19980;23840;30990;35730;43360;56530;5,6;6,8;0,346;62,0;51,7;3,5;6,8;31,1;6,9;0
060270106;nd;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;so
060270107;51,0;22,0;1;14580;21880;29960;0,70;7910;12650;16420;19290;24700;27960;31990;39710;5,0;6,4;0,317;47,5;40,4;3,5;3,6;47,6;4,9;0
060270108;54,0;22,0;1;14820;22490;31340;0,73;7940;13210;16360;19600;25490;28950;33540;41430;5,2;6,7;0,329;44,9;38,2;3,0;3,7;49,3;5,8;0
060270109;61,0;14,0;1;18160;25580;35860;0,69;11130;16380;20050;22760;29100;32960;38060;48300;4,3;5,7;0,317;48,4;42,0;3,0;3,4;42,7;8,9;0
